experiment,repetition,sampleIndex,raw,filtered
8,1,0,356,356
8,1,1,356,356
8,1,2,359,359
8,1,3,359,359
8,1,4,358,358
8,1,5,358,358
8,1,6,358,358
8,1,7,358,358
8,1,8,358,358
8,1,9,358,358
8,1,10,358,358
8,1,11,358,358
8,1,12,358,358
8,1,13,358,358
8,1,14,358,358
8,1,15,358,358
8,1,16,358,358
8,1,17,358,358
8,1,18,358,358
8,1,19,358,358
8,1,20,358,358
8,1,21,358,358
8,1,22,358,358
8,1,23,358,358
8,1,24,358,358
8,1,25,359,359
8,1,26,358,358
8,1,27,358,358
8,1,28,359,359
8,1,29,359,359
8,1,30,358,358
8,1,31,358,358
8,1,32,358,358
8,1,33,358,358
8,1,34,358,358
8,1,35,358,358
8,1,36,358,358
8,1,37,358,358
8,1,38,359,359
8,1,39,359,359
8,1,40,358,358
8,1,41,358,358
8,1,42,357,357
8,1,43,357,357
8,1,44,357,357
8,1,45,358,358
8,1,46,358,358
8,1,47,358,358
8,1,48,358,358
8,1,49,358,358
8,1,50,358,358
8,1,51,358,358
8,1,52,358,358
8,1,53,358,358
8,1,54,358,358
8,1,55,358,358
8,1,56,358,358
8,1,57,358,358
8,1,58,359,359
8,1,59,359,359
8,1,60,358,358
8,1,61,358,358
8,1,62,358,358
8,1,63,358,358
8,1,64,359,359
8,1,65,359,359
8,1,66,359,359
8,1,67,359,359
8,1,68,359,359
8,1,69,359,359
8,1,70,358,358
8,1,71,358,358
8,1,72,358,358
8,1,73,358,358
8,1,74,358,358
8,1,75,359,359
8,1,76,359,359
8,1,77,359,359
8,1,78,359,359
8,1,79,358,358
8,1,80,358,358
8,1,81,358,358
8,1,82,358,358
8,1,83,358,358
8,1,84,358,358
8,1,85,358,358
8,1,86,358,358
8,1,87,358,358
8,1,88,358,358
8,1,89,359,359
8,1,90,359,359
8,1,91,359,359
8,1,92,359,359
8,1,93,358,358
8,1,94,358,358
8,1,95,358,358
8,1,96,358,358
8,1,97,358,358
8,1,98,358,358
8,1,99,358,358
8,1,100,358,358
8,1,101,358,358
8,1,102,358,358
8,1,103,358,358
8,1,104,358,358
8,1,105,358,358
8,1,106,358,358
8,1,107,358,358
8,1,108,358,358
8,1,109,358,358
8,1,110,358,358
8,1,111,358,358
8,1,112,358,358
8,1,113,358,358
8,1,114,358,358
8,1,115,358,358
8,1,116,358,358
8,1,117,358,358
8,1,118,358,358
8,1,119,359,359
8,1,120,359,359
8,1,121,359,359
8,1,122,359,359
8,1,123,359,359
8,1,124,359,359
8,1,125,359,359
8,1,126,359,359
8,1,127,359,359
8,1,128,359,359
8,1,129,358,358
8,1,130,359,359
8,1,131,359,359
8,1,132,358,358
8,1,133,358,358
8,1,134,358,358
8,1,135,358,358
8,1,136,358,358
8,1,137,358,358
8,1,138,358,358
8,1,139,358,358
8,1,140,358,358
8,1,141,358,358
8,1,142,358,358
8,1,143,358,358
8,1,144,358,358
8,1,145,358,358
8,1,146,358,358
8,1,147,358,358
8,1,148,358,358
8,1,149,358,358
8,1,150,358,358
8,1,151,358,358
8,1,152,358,358
8,1,153,359,359
8,1,154,359,359
8,1,155,358,358
8,1,156,358,358
8,1,157,359,359
8,1,158,359,359
8,1,159,359,359
8,1,160,359,359
8,1,161,358,358
8,1,162,358,358
8,1,163,358,358
8,1,164,359,359
8,1,165,359,359
8,1,166,359,359
8,1,167,358,358
8,1,168,359,359
8,1,169,359,359
8,1,170,358,358
8,1,171,358,358
8,1,172,358,358
8,1,173,358,358
8,1,174,359,359
8,1,175,359,359
8,1,176,359,359
8,1,177,359,359
8,1,178,358,358
8,1,179,358,358
8,1,180,359,359
8,1,181,359,359
8,1,182,359,359
8,1,183,359,359
8,1,184,358,358
8,1,185,358,358
8,1,186,358,358
8,1,187,358,358
8,1,188,358,358
8,1,189,358,358
8,1,190,358,358
8,1,191,358,358
8,1,192,358,358
8,1,193,358,358
8,1,194,358,358
8,1,195,358,358
8,1,196,358,358
8,1,197,358,358
8,1,198,358,358
8,1,199,359,359
8,1,200,359,359
8,1,201,358,358
8,1,202,358,358
8,1,203,358,358
8,1,204,358,358
8,1,205,358,358
8,1,206,358,358
8,1,207,358,358
8,1,208,358,358
8,1,209,358,358
8,1,210,358,358
8,1,211,358,358
8,1,212,359,359
8,1,213,359,359
8,1,214,358,358
8,1,215,358,358
8,1,216,359,359
8,1,217,359,359
8,1,218,358,358
8,1,219,358,358
8,1,220,358,358
8,1,221,358,358
8,1,222,358,358
8,1,223,358,358
8,1,224,358,358
8,1,225,358,358
8,1,226,359,359
8,1,227,359,359
8,1,228,358,358
8,1,229,359,359
8,1,230,359,359
8,1,231,358,358
8,1,232,358,358
8,1,233,358,358
8,1,234,358,358
8,1,235,358,358
8,1,236,358,358
8,1,237,358,358
8,1,238,358,358
8,1,239,358,358
8,1,240,358,358
8,1,241,358,358
8,1,242,358,358
8,1,243,358,358
8,1,244,358,358
8,1,245,359,359
8,1,246,359,359
8,1,247,358,358
8,1,248,358,358
8,1,249,358,358
8,1,250,358,358
8,1,251,358,358
8,1,252,358,358
8,1,253,358,358
8,1,254,358,358
8,1,255,358,358
8,1,256,358,358
8,1,257,358,358
8,1,258,358,358
8,1,259,358,358
8,1,260,358,358
8,1,261,358,358
