experiment,repetition,sampleIndex,raw,filtered
11,1,0,357,357
11,1,1,357,357
11,1,2,357,357
11,1,3,357,357
11,1,4,357,357
11,1,5,357,357
11,1,6,361,361
11,1,7,361,361
11,1,8,361,361
11,1,9,361,361
11,1,10,361,361
11,1,11,361,361
11,1,12,362,362
11,1,13,361,361
11,1,14,361,361
11,1,15,361,361
11,1,16,361,361
11,1,17,361,361
11,1,18,361,361
11,1,19,363,363
11,1,20,363,363
11,1,21,361,361
11,1,22,361,361
11,1,23,363,363
11,1,24,363,363
11,1,25,363,363
11,1,26,363,363
11,1,27,364,364
11,1,28,364,364
11,1,29,364,364
11,1,30,366,366
11,1,31,366,366
11,1,32,366,366
11,1,33,366,366
11,1,34,368,368
11,1,35,368,368
11,1,36,366,366
11,1,37,366,366
11,1,38,367,367
11,1,39,367,367
11,1,40,369,369
11,1,41,369,369
11,1,42,369,369
11,1,43,369,369
11,1,44,369,369
11,1,45,369,369
11,1,46,369,369
11,1,47,368,368
11,1,48,368,368
11,1,49,368,368
11,1,50,368,368
11,1,51,368,368
11,1,52,368,368
11,1,53,366,366
11,1,54,366,366
11,1,55,366,366
11,1,56,366,366
11,1,57,365,365
11,1,58,365,365
11,1,59,363,363
11,1,60,363,363
11,1,61,362,362
11,1,62,360,360
11,1,63,360,360
11,1,64,360,360
11,1,65,361,361
11,1,66,362,362
11,1,67,362,362
11,1,68,364,364
11,1,69,364,364
11,1,70,364,364
11,1,71,364,364
11,1,72,367,367
11,1,73,367,367
11,1,74,367,367
11,1,75,367,367
11,1,76,368,368
11,1,77,368,368
11,1,78,369,369
11,1,79,369,369
11,1,80,369,369
11,1,81,369,369
11,1,82,368,368
11,1,83,369,369
11,1,84,369,369
11,1,85,367,367
11,1,86,367,367
11,1,87,366,366
11,1,88,366,366
11,1,89,366,366
11,1,90,366,366
11,1,91,364,364
11,1,92,364,364
11,1,93,362,362
11,1,94,362,362
11,1,95,361,361
11,1,96,361,361
11,1,97,361,361
11,1,98,361,361
11,1,99,361,361
11,1,100,361,361
11,1,101,361,361
11,1,102,362,362
11,1,103,362,362
11,1,104,363,363
11,1,105,363,363
11,1,106,366,366
11,1,107,366,366
11,1,108,367,367
11,1,109,367,367
11,1,110,368,368
11,1,111,368,368
11,1,112,369,369
11,1,113,369,369
11,1,114,368,368
11,1,115,368,368
11,1,116,369,369
11,1,117,367,367
11,1,118,367,367
11,1,119,367,367
11,1,120,367,367
11,1,121,365,365
11,1,122,365,365
11,1,123,364,364
11,1,124,364,364
11,1,125,362,362
11,1,126,362,362
11,1,127,363,363
11,1,128,363,363
11,1,129,361,361
11,1,130,361,361
11,1,131,361,361
11,1,132,361,361
11,1,133,363,363
11,1,134,363,363
11,1,135,364,364
11,1,136,365,365
11,1,137,365,365
11,1,138,366,366
11,1,139,366,366
11,1,140,368,368
11,1,141,368,368
11,1,142,367,367
11,1,143,367,367
11,1,144,367,367
11,1,145,367,367
11,1,146,368,368
11,1,147,368,368
11,1,148,369,369
11,1,149,369,369
11,1,150,368,368
11,1,151,368,368
11,1,152,367,367
11,1,153,366,366
11,1,154,366,366
11,1,155,364,364
11,1,156,364,364
11,1,157,363,363
11,1,158,363,363
11,1,159,363,363
11,1,160,363,363
11,1,161,362,362
11,1,162,362,362
11,1,163,362,362
11,1,164,362,362
11,1,165,361,361
11,1,166,363,363
11,1,167,363,363
11,1,168,364,364
11,1,169,364,364
11,1,170,366,366
11,1,171,366,366
11,1,172,366,366
11,1,173,366,366
11,1,174,367,367
11,1,175,367,367
11,1,176,368,368
11,1,177,368,368
11,1,178,368,368
11,1,179,368,368
11,1,180,369,369
11,1,181,369,369
11,1,182,368,368
11,1,183,368,368
11,1,184,368,368
11,1,185,366,366
11,1,186,366,366
11,1,187,368,368
11,1,188,368,368
11,1,189,364,364
11,1,190,364,364
11,1,191,364,364
11,1,192,364,364
11,1,193,364,364
11,1,194,361,361
11,1,195,361,361
11,1,196,361,361
11,1,197,361,361
11,1,198,361,361
11,1,199,362,362
11,1,200,362,362
11,1,201,363,363
11,1,202,363,363
11,1,203,363,363
11,1,204,363,363
11,1,205,365,365
11,1,206,367,367
11,1,207,367,367
11,1,208,368,368
11,1,209,368,368
11,1,210,368,368
11,1,211,368,368
11,1,212,369,369
11,1,213,369,369
11,1,214,368,368
11,1,215,368,368
11,1,216,368,368
11,1,217,368,368
11,1,218,368,368
11,1,219,368,368
11,1,220,364,364
11,1,221,364,364
11,1,222,366,366
11,1,223,364,364
11,1,224,364,364
11,1,225,362,362
11,1,226,362,362
11,1,227,363,363
11,1,228,363,363
11,1,229,362,362
11,1,230,362,362
11,1,231,361,361
11,1,232,361,361
11,1,233,362,362
