channel,index,raw,filtered
1,107,361,363.193903
1,108,361,364.217491
1,109,369,365.229152
1,110,369,366.109678
1,111,364,367.197734
1,112,369,368.040546
1,113,369,368.661503
1,114,368,368.812794
1,115,368,369.005830
1,116,369,369.119207
1,117,369,369.132267
1,118,369,368.554323
1,119,369,367.430585
1,120,367,366.600633
1,121,367,366.119807
1,122,363,365.043778
1,123,363,363.646343
1,124,363,362.672231
1,125,363,361.532167
1,126,358,360.271897
1,127,358,359.231884
1,128,359,358.188273
1,129,359,357.348326
1,130,359,356.452141
1,131,354,355.801033
1,132,354,355.054040
1,133,355,354.404631
1,134,355,354.076262
1,135,354,354.546294
1,136,354,355.351791
1,137,356,356.234683
1,138,356,357.107213
1,139,359,358.446843
1,140,359,359.869065
1,141,363,361.444178
1,142,363,362.716742
1,143,367,364.001466
1,144,367,365.512910
1,145,364,366.844344
1,146,364,367.741296
1,147,367,368.197435
1,148,369,368.227853
1,149,369,367.704081
1,150,369,367.047443
1,151,369,366.574080
1,152,366,365.675362
1,153,366,364.519940
1,154,360,363.371014
1,155,360,362.407363
1,156,360,361.350891
1,157,360,360.232350
1,158,360,359.446443
1,159,361,359.000167
1,160,361,358.656338
1,161,356,358.449942
1,162,356,358.122206
1,163,360,357.662902
1,164,360,356.996735
1,165,355,356.663068
1,166,355,355.808329
1,167,354,355.154256
1,168,355,354.443345
1,169,355,354.292854
1,170,355,354.933200
1,171,355,355.600200
1,172,355,356.277661
1,173,358,356.869932
1,174,358,357.939664
1,175,358,359.319973
1,176,358,360.500883
1,177,365,361.469865
1,178,366,362.564818
1,179,366,363.703848
1,180,361,364.817258
1,181,361,365.747293
1,182,368,366.714176
1,183,368,367.323472
1,184,369,368.084191
1,185,369,369.012760
1,186,369,369.304614
1,187,369,368.952557
1,188,369,368.586373
1,189,369,368.293120
1,190,367,367.354456
1,191,367,365.898351
1,192,365,364.073497
1,193,362,362.590505
1,194,362,361.402865
1,195,356,359.993703
1,196,356,358.677028
1,197,360,357.671164
1,198,360,356.616625
1,199,355,355.527003
1,200,355,355.400200
1,201,355,355.006830
1,202,355,354.373813
1,203,354,354.200333
1,204,354,354.458804
1,205,355,354.816125
1,206,355,355.463635
1,207,356,356.175312
1,208,356,357.508379
1,209,361,359.295919
1,210,361,360.994070
1,211,357,362.430185
1,212,369,363.874529
1,213,369,365.319707
1,214,365,366.689322
1,215,365,367.665001
1,216,369,368.135632
1,217,369,368.583808
1,218,369,368.710078
1,219,369,368.849475
1,220,368,368.923538
1,221,368,368.957555
1,222,369,368.301449
1,223,369,367.664934
1,224,366,367.791671
1,225,366,367.187540
1,226,368,366.230451
1,227,368,365.395735
1,228,363,364.529335
1,229,363,363.385541
1,230,360,362.005297
1,231,360,360.679027
1,232,361,359.126837
1,233,361,357.456905
1,234,356,356.278461
1,235,354,355.819190
1,236,354,355.168249
1,237,354,354.790771
1,238,354,354.791171
1,239,355,354.930435
1,240,355,355.150658
1,241,357,355.948959
1,242,357,356.752724
1,243,361,357.914909
1,244,361,359.030008
1,245,356,360.148008
1,246,356,361.214872
1,247,365,362.183502
1,248,365,363.016570
1,249,364,363.689336
1,250,364,364.192481
1,251,364,364.534932
1,252,364,364.746686
1,253,366,364.881638
1,254,365,365.020407
1,255,365,365.273162
1,256,364,364.942129
1,257,364,364.503648
1,258,363,364.370648
1,259,363,364.652407
1,260,366,364.442545
1,261,366,364.088956
1,262,365,363.616259
1,263,365,363.201399
1,264,361,362.786240
1,265,361,362.599200
1,266,361,362.089089
1,267,361,361.403632
1,268,361,360.733700
1,269,361,360.350758
1,270,360,359.840213
1,271,360,359.412061
1,272,360,359.255006
1,273,360,359.189605
1,274,358,358.997734
1,275,358,358.836348
1,276,357,358.530468
1,277,360,358.578011
1,278,360,358.753657
1,279,358,359.093020
1,280,358,359.596635
1,281,362,360.232950
1,282,362,360.857038
1,283,361,361.704181
1,284,361,362.693353
1,285,364,363.510411
1,286,364,363.880560
1,287,365,364.472331
1,288,365,365.156388
1,289,366,365.789938
1,290,366,365.878561
1,291,366,365.821856
1,292,366,365.725037
1,293,366,365.755089
1,294,364,365.457438
1,295,364,364.976012
1,296,366,364.418824
1,297,366,363.943362
1,298,361,363.408529
1,299,361,362.702915
1,300,363,361.727903
1,301,363,361.015792
1,302,360,360.271731
1,303,360,359.501882
1,304,358,358.928436
1,305,358,358.631051
1,306,358,358.262102
1,307,358,358.170848
1,308,357,358.126637
1,309,357,358.023022
1,310,360,357.692987
1,311,360,357.805797
1,312,357,358.024721
1,313,359,358.171281
1,314,359,358.278394
1,315,357,358.623322
1,316,357,359.031151
1,317,360,359.763785
1,318,360,360.430918
1,319,362,361.238081
1,320,362,362.124538
1,321,364,363.159387
1,322,364,364.201199
1,323,366,365.052340
1,324,366,365.639747
1,325,366,366.309345
1,326,366,366.607796
1,327,366,366.658571
1,328,366,366.550725
1,329,368,366.573913
1,330,366,366.405830
1,331,366,366.203032
1,332,366,365.714943
1,333,366,365.333733
1,334,364,364.768482
1,335,364,364.128402
1,336,363,363.347859
1,337,363,362.653773
1,338,362,361.790272
1,339,362,360.797701
1,340,359,359.977878
1,341,359,359.451841
1,342,359,358.794903
1,343,359,358.463835
1,344,357,358.109079
1,345,358,357.673563
1,346,358,357.455539
1,347,357,357.751824
1,348,357,358.003465
1,349,360,358.329802
1,350,360,358.619424
1,351,358,359.021356
1,352,358,359.465467
1,353,360,360.004731
1,354,360,360.514010
1,355,363,360.973013
1,356,363,361.385607
1,357,360,361.864201
1,358,360,362.074063
1,359,364,362.449609
1,360,364,363.061536
1,361,364,363.742162
1,362,363,363.970082
1,363,363,364.204098
1,364,365,364.559787
1,365,365,364.977478
1,366,365,365.142062
1,367,365,365.056072
1,368,366,364.698018
1,369,366,364.147026
1,370,362,363.641546
1,371,362,363.138897
1,372,363,362.382209
1,373,363,361.596935
1,374,359,360.716708
1,375,359,359.855339
1,376,359,359.272064
1,377,360,359.017691
1,378,360,358.590405
1,379,357,358.054739
1,380,357,357.701616
1,381,358,357.646044
1,382,358,357.265401
1,383,357,356.895586
1,384,357,357.242479
1,385,358,357.406330
1,386,358,357.329469
1,387,356,357.768149
1,388,356,358.594103
1,389,362,359.549592
1,390,362,360.474929
1,391,360,361.313277
1,392,360,362.326070
1,393,366,363.356755
1,394,366,364.035849
1,395,361,364.821756
1,396,368,365.691321
1,397,368,366.395602
1,398,365,366.731834
1,399,365,366.815392
1,400,367,366.859970
1,401,367,366.842312
1,402,367,366.542196
1,403,367,366.110911
1,404,367,365.854706
1,405,367,365.518474
1,406,362,364.744594
1,407,362,363.895885
1,408,363,363.342562
1,409,363,362.234583
1,410,362,361.016292
1,411,362,360.164484
1,412,361,359.465700
1,413,357,358.688489
1,414,357,358.255672
1,415,357,358.391204
1,416,359,358.329835
1,417,357,358.099850
1,418,357,357.788906
1,419,360,358.017824
1,420,360,358.404731
1,421,359,358.901283
1,422,359,359.362119
1,423,361,359.938564
1,424,361,360.554689
1,425,358,360.990505
1,426,358,361.541729
1,427,365,362.259870
1,428,365,363.198334
1,429,364,363.889089
1,430,364,364.442879
1,431,366,365.312244
1,432,366,366.001766
1,433,367,366.602232
1,434,366,367.163318
1,435,366,367.510711
1,436,368,367.217858
1,437,368,366.857904
1,438,366,366.897285
1,439,366,366.716742
1,440,368,366.184774
1,441,368,365.572747
1,442,363,364.892087
1,443,363,364.142962
1,444,362,363.279527
1,445,362,362.382309
1,446,363,361.472730
1,447,363,360.806130
1,448,358,360.194503
1,449,358,359.611228
1,450,362,358.864768
1,451,357,358.404231
1,452,357,357.946194
1,453,358,357.355389
1,454,358,356.689655
1,455,357,356.531701
1,456,357,356.586573
1,457,356,356.974546
1,458,356,357.756722
1,459,358,358.446244
1,460,358,358.928936
1,461,361,359.907246
1,462,361,361.160253
1,463,364,362.007896
1,464,364,363.104315
1,465,364,364.105680
1,466,364,364.581176
1,467,365,365.199833
1,468,365,365.940896
1,469,365,366.429785
1,470,368,366.647510
1,471,368,366.910611
1,472,366,366.968016
1,473,366,367.054406
1,474,367,366.878494
1,475,367,366.536665
1,476,368,365.940396
1,477,368,365.201166
1,478,361,364.346893
1,479,361,363.444178
1,480,363,362.463668
1,481,363,361.536732
1,482,360,360.770581
1,483,360,360.147193
1,484,359,359.220656
1,485,359,358.231451
1,486,359,357.645844
1,487,357,357.506513
1,488,357,357.406363
1,489,357,357.134799
1,490,357,356.816758
1,491,357,357.330468
1,492,357,357.837648
1,493,357,358.270598
1,494,357,358.690421
1,495,363,359.269732
1,496,363,359.814859
1,497,359,360.489755
1,498,359,361.128669
1,499,363,361.730335
1,500,363,362.267720
1,501,361,362.807081
1,502,361,363.350697
1,503,366,363.894148
1,504,365,364.423614
1,505,365,364.913170
1,506,366,365.322080
1,507,366,365.592102
1,508,365,365.644776
1,509,365,365.378724
1,510,364,364.666950
1,511,364,363.354129
1,512,364,364.055805
1,513,364,363.368116
1,514,363,362.752890
1,515,363,362.213327
1,516,361,361.492387
1,517,361,360.983442
1,518,360,360.464334
1,519,360,359.833750
1,520,360,359.245544
1,521,358,358.919873
1,522,358,358.509878
1,523,358,358.360986
1,524,358,358.093886
1,525,359,357.660103
1,526,359,357.499017
1,527,357,357.875895
1,528,357,357.934066
1,529,359,358.243711
1,530,359,358.757655
1,531,358,359.334899
1,532,358,359.962352
1,533,361,360.497551
1,534,361,361.110312
1,535,365,361.814826
1,536,365,362.573746
1,537,361,363.349125
1,538,361,363.934633
1,539,367,364.401299
1,540,364,364.921039
1,541,364,365.421089
1,542,366,365.519507
1,543,366,365.687723
1,544,367,366.062835
1,545,367,366.307380
1,546,366,366.463068
1,547,366,366.606830
1,548,366,366.359620
1,549,366,365.794270
1,550,365,365.321606
1,551,365,364.992037
1,552,365,364.297018
1,553,365,363.545394
1,554,361,362.779344
1,555,361,361.829219
1,556,363,361.067200
1,557,360,360.348626
1,558,360,359.793903
1,559,359,359.641179
1,560,359,359.432350
1,561,359,359.107779
1,562,358,358.980243
1,563,358,359.289289
1,564,361,359.427086
1,565,361,359.337964
1,566,361,359.183642
1,567,359,359.510012
1,568,359,359.700283
1,569,358,359.660970
1,570,358,359.828286
1,571,362,359.976945
1,572,362,360.281726
1,573,359,360.623255
1,574,359,360.949459
1,575,364,361.598367
1,576,364,362.519107
1,577,362,363.325737
1,578,362,364.084058
1,579,366,364.593703
1,580,365,364.955022
1,581,365,365.280060
1,582,366,365.453673
1,583,366,365.952624
1,584,367,366.242312
1,585,367,366.250808
1,586,365,366.173080
1,587,365,366.307713
1,588,365,365.981076
1,589,365,365.376812
1,590,366,364.762286
1,591,366,364.173980
1,592,364,363.253507
1,593,364,362.292687
1,594,359,361.427653
1,595,359,360.633550
1,596,360,359.888822
1,597,360,359.162919
1,598,357,358.403998
1,599,358,357.917941
1,600,358,357.573447
1,601,358,357.630785
1,602,358,357.623688
1,603,358,357.491121
1,604,358,357.366050
1,605,357,357.352024
1,606,357,357.521473
1,607,358,357.946260
1,608,358,358.400466
1,609,359,358.973547
1,610,359,359.644478
1,611,360,360.576778
1,612,360,361.427786
1,613,365,362.384874
1,614,365,363.382942
1,615,364,364.230951
1,616,364,364.708412
1,617,363,365.159454
1,618,367,365.665867
1,619,367,365.949625
1,620,365,365.821423
1,621,365,365.682359
1,622,366,365.347726
1,623,366,365.102682
1,624,364,364.869399
1,625,364,364.812494
1,626,365,364.325504
1,627,365,363.511211
1,628,361,362.817891
1,629,361,362.285457
1,630,363,361.882326
1,631,363,361.156655
1,632,360,360.376112
1,633,360,359.801566
1,634,358,359.278294
1,635,358,358.722372
1,636,358,358.162619
1,637,359,358.069465
1,638,359,357.790105
1,639,356,357.216992
1,640,356,356.722039
1,641,358,356.839713
1,642,358,357.114376
1,643,357,357.344128
1,644,357,357.628752
1,645,358,358.041313
1,646,358,358.411228
1,647,358,359.048176
1,648,358,359.836049
1,649,364,360.727736
1,650,364,361.576745
1,651,361,362.222189
1,652,361,362.838647
1,653,364,363.609695
1,654,364,364.270998
1,655,364,364.721039
1,656,366,365.055872
1,657,366,365.012827
1,658,365,365.104814
1,659,365,365.358721
1,660,365,365.557788
1,661,365,365.722405
1,662,366,365.427986
1,663,366,364.848442
1,664,363,364.324305
1,665,363,363.745094
1,666,364,363.056605
1,667,364,362.434483
1,668,364,361.819990
1,669,358,361.084391
1,670,358,360.235982
1,671,360,359.446443
1,672,360,358.781176
1,673,358,358.195102
1,674,358,357.916375
1,675,358,357.461603
1,676,358,356.770415
1,677,356,356.613460
1,678,356,357.057138
1,679,357,357.312277
1,680,357,357.477128
1,681,358,357.395202
1,682,358,357.742096
1,683,358,358.331034
1,684,359,358.937265
1,685,359,359.571714
1,686,363,360.385307
1,687,363,361.235116
1,688,359,362.049309
1,689,359,362.747660
1,690,365,363.507213
1,691,365,364.034616
1,692,366,364.702216
1,693,366,365.591871
1,694,366,366.118707
1,695,366,366.087390
1,696,366,366.255039
1,697,366,366.543295
1,698,366,366.671997
1,699,366,366.199034
1,700,366,365.395935
1,701,366,364.744494
1,702,366,364.370581
1,703,361,363.720973
1,704,361,363.132567
1,705,365,362.437814
1,706,365,361.736332
1,707,358,360.996502
1,708,358,360.496319
1,709,361,360.116775
1,710,361,359.901549
1,711,360,359.742296
1,712,360,359.635915
1,713,359,359.550525
1,714,359,359.464001
1,715,359,359.180310
1,716,360,359.323838
1,717,360,359.541463
1,718,360,359.530568
1,719,358,359.071897
1,720,359,359.005497
1,721,359,359.182509
1,722,360,359.339197
1,723,360,359.589339
1,724,360,359.975279
1,725,360,360.558721
1,726,361,361.293287
1,727,361,362.116408
1,728,363,363.003165
1,729,363,363.629319
1,730,366,364.356688
1,731,366,365.137231
1,732,366,365.798767
1,733,366,365.967683
1,734,366,366.203232
1,735,366,366.172547
1,736,365,366.146660
1,737,366,365.993870
1,738,366,365.917908
1,739,366,365.524005
1,740,366,364.907913
1,741,362,364.182609
1,742,362,363.475895
1,743,365,362.616292
1,744,365,361.861303
1,745,360,360.941396
1,746,360,360.006997
1,747,357,359.052907
1,748,357,358.259870
1,749,356,357.630818
1,750,359,357.287490
1,751,359,356.928402
1,752,357,356.650108
1,753,357,356.467600
1,754,356,356.836049
1,755,356,357.691621
1,756,359,358.226919
1,757,359,358.903299
1,758,360,359.721596
1,759,360,360.674578
1,760,362,361.743553
1,761,362,362.894978
1,762,366,364.077061
1,763,366,365.216375
1,764,366,366.214459
1,765,366,366.944427
1,766,366,367.247577
1,767,368,366.929997
1,768,368,363.790005
1,769,360,363.362719
1,770,360,363.109512
1,771,360,362.804431
1,772,361,362.951957
1,773,361,363.174946
1,774,367,363.839280
1,775,365,364.385174
1,776,365,364.842046
1,777,369,365.059470
1,778,369,365.049242
1,779,361,364.801599
1,780,361,363.787440
1,781,362,361.953657
1,782,362,360.402765
1,783,358,358.761419
1,784,358,357.355689
1,785,355,356.120640
1,786,355,355.382342
1,787,355,354.633117
1,788,355,354.525004
1,789,354,354.722539
1,790,354,354.901283
1,791,356,354.773680
1,792,356,355.192437
1,793,355,355.838447
1,794,357,356.659803
1,795,357,357.257671
1,796,359,358.056305
1,797,359,358.733933
1,798,359,359.559687
1,799,359,360.498651
1,800,362,361.499017
1,801,362,362.461736
1,802,365,363.558821
1,803,365,364.760953
1,804,365,365.714843
1,805,365,366.239214
1,806,368,367.052307
1,807,368,367.941396
1,808,369,368.531101
1,809,369,368.289788
1,810,368,368.239947
1,811,368,368.291154
1,812,368,368.317008
1,813,367,367.939797
1,814,367,367.542229
1,815,368,366.768416
1,816,368,365.870265
1,817,362,364.900383
1,818,362,364.005097
1,819,366,362.847076
1,820,366,361.601266
1,821,357,360.326670
1,822,357,359.084991
1,823,358,358.013027
1,824,358,357.179843
1,825,356,356.398901
1,826,356,356.000067
1,827,355,355.580976
1,828,355,355.012261
1,829,355,354.491088
1,830,356,354.953723
1,831,356,355.367316
1,832,355,355.252141
1,833,355,354.971947
1,834,355,355.572347
1,835,355,356.271364
1,836,357,356.957621
1,837,357,357.778977
1,838,361,358.787773
1,839,361,359.858537
1,840,359,361.055339
1,841,359,362.251674
1,842,367,363.498417
1,843,367,364.513277
1,844,364,365.439447
1,845,364,366.279627
1,846,368,366.943562
1,847,368,367.349825
1,848,367,367.749825
1,849,368,367.907846
1,850,368,368.068532
1,851,368,367.606397
1,852,368,367.271697
1,853,367,367.064101
1,854,367,366.841513
1,855,365,366.276262
1,856,365,365.550425
1,857,365,364.950891
1,858,365,364.584708
1,859,363,363.671264
1,860,363,362.372780
1,861,362,361.216925
1,862,362,360.378711
1,863,357,359.245011
1,864,359,357.719807
1,865,359,356.610228
1,866,354,356.302415
1,867,354,355.827353
1,868,354,355.467766
1,869,354,355.237848
1,870,358,355.293053
1,871,358,355.795069
1,872,355,356.402132
1,873,355,357.011894
1,874,362,357.783508
1,875,362,358.576745
1,876,355,359.738198
1,877,355,360.758987
1,878,364,361.573647
1,879,365,362.605264
1,880,365,363.731501
1,881,364,364.890355
1,882,364,366.188339
1,883,369,366.746360
1,884,369,367.502116
1,885,368,368.786140
1,886,368,369.801233
1,887,369,369.735965
1,888,369,368.794403
1,889,369,368.407330
1,890,369,368.519673
1,891,368,367.920107
1,892,368,366.779843
1,893,367,365.618824
1,894,367,364.670198
1,895,358,363.817191
1,896,358,362.554256
1,897,364,361.344361
1,898,364,360.361053
1,899,362,359.510711
1,900,356,358.693720
1,901,356,358.065634
1,902,359,357.882859
1,903,359,357.406297
1,904,355,356.600800
1,905,355,356.037515
1,906,357,356.011294
1,907,357,355.350258
1,908,355,355.296485
1,909,355,355.763751
1,910,356,355.949492
1,911,356,356.047243
1,912,355,356.167383
1,913,355,356.978511
1,914,362,357.964551
1,915,362,358.777878
1,916,356,359.565617
1,917,356,360.653540
1,918,365,361.944928
1,919,364,363.168482
1,920,364,364.189039
1,921,366,365.175745
1,922,366,366.040780
1,923,366,366.634716
1,924,366,366.858104
1,925,369,367.438014
1,926,369,368.277528
1,927,368,368.508979
1,928,368,368.281493
1,929,367,368.282459
1,930,367,368.256005
1,931,368,367.812927
1,932,368,367.562452
1,933,368,366.977078
1,934,368,365.740763
1,935,367,364.655006
1,936,361,363.749025
1,937,361,362.875695
1,938,361,361.935266
1,939,361,361.040746
1,940,361,360.179910
1,941,361,359.501916
1,942,356,358.769282
1,943,356,358.050808
1,944,361,357.424754
1,945,361,357.184175
1,946,355,356.700816
1,947,355,356.030085
1,948,356,355.256472
1,949,354,355.139330
1,950,354,355.185707
1,951,355,355.432717
1,952,355,355.987040
1,953,359,356.851341
1,954,359,357.697551
1,955,358,359.087123
1,956,358,360.729935
1,957,364,361.959020
1,958,364,362.881626
1,959,364,364.004764
1,960,364,365.015359
1,961,367,365.738064
1,962,367,366.074763
1,963,366,366.750558
1,964,366,367.502282
1,965,368,368.302149
1,966,368,368.658937
1,967,369,368.748759
1,968,369,368.561419
1,969,368,368.430351
1,970,368,367.736365
1,971,368,366.872264
1,972,368,365.729335
1,973,368,364.797368
1,974,360,363.808163
1,975,360,362.673730
1,976,360,361.507346
1,977,360,360.581809
1,978,360,359.803998
1,979,361,359.087989
1,980,359,358.336865
1,981,359,357.699883
1,982,358,357.506447
1,983,358,356.920373
1,984,354,356.401299
1,985,354,356.082725
1,986,356,355.206697
1,987,356,354.813793
1,988,354,354.510411
1,989,354,354.434116
1,990,356,354.658604
1,991,356,355.280993
1,992,355,355.934233
1,993,355,356.750491
1,994,361,357.762219
1,995,357,359.085324
1,996,357,360.118174
1,997,363,361.251341
1,998,363,362.446910
1,999,365,363.319007
1,1000,365,364.166017
1,1001,365,365.262669
1,1002,365,365.761819
1,1003,367,366.286823
1,1004,367,367.017358
1,1005,365,367.425720
1,1006,365,367.292754
1,1007,369,366.950591
1,1008,369,367.234316
1,1009,368,367.449675
1,1010,368,366.838048
1,1011,365,366.455206
1,1012,365,365.800832
1,1013,369,365.115185
1,1014,361,364.448145
1,1015,361,363.838278
1,1016,367,363.306614
1,1017,367,362.850422
1,1018,358,362.436986
1,1019,358,361.997381
1,1020,364,361.420252
1,1021,364,360.545585
1,1022,357,359.158488
1,1023,357,356.982965
1,1024,357,357.252707
1,1025,357,356.338731
1,1026,355,355.082592
1,1027,355,354.794603
1,1028,354,354.669265
1,1029,354,354.136132
1,1030,354,353.486523
1,1031,354,353.871697
1,1032,354,354.615026
1,1033,355,355.098351
1,1034,355,355.515242
1,1035,358,356.344628
1,1036,358,357.343861
1,1037,357,358.374913
1,1038,357,359.377411
1,1039,363,360.506280
1,1040,363,361.617191
1,1041,362,362.765551
1,1042,362,363.827586
1,1043,366,364.869499
1,1044,366,365.852840
1,1045,366,366.773347
1,1046,368,367.454606
1,1047,368,368.177478
1,1048,369,368.551424
1,1049,369,368.702515
1,1050,369,368.967116
1,1051,369,369.284858
1,1052,369,369.220723
1,1053,369,368.842345
1,1054,368,368.569882
1,1055,368,368.424554
1,1056,368,367.895819
1,1057,368,366.991038
1,1058,366,366.280926
1,1059,366,365.537864
1,1060,365,364.722539
1,1061,363,363.746427
1,1062,363,362.678727
1,1063,361,361.600033
1,1064,361,360.456005
1,1065,358,359.268299
1,1066,358,358.176412
1,1067,359,357.383142
1,1068,359,356.655606
1,1069,354,356.020456
1,1070,354,355.622855
1,1071,355,355.260436
1,1072,355,354.816558
1,1073,355,354.586307
1,1074,355,355.045577
1,1075,356,355.145994
1,1076,356,355.118174
1,1077,355,355.235016
1,1078,355,355.909379
1,1079,357,356.680660
1,1080,357,357.371048
1,1081,357,358.014726
1,1082,361,359.073896
1,1083,361,360.311811
1,1084,359,361.570515
1,1085,359,362.828786
1,1086,368,364.029252
1,1087,368,365.127736
1,1088,365,365.970015
1,1089,365,366.349159
1,1090,368,366.862869
1,1091,368,367.394003
1,1092,367,367.686157
1,1093,367,367.658871
1,1094,367,367.770781
1,1095,367,367.539297
1,1096,367,367.106413
1,1097,367,366.946060
1,1098,367,366.788839
1,1099,367,365.558521
1,1100,367,364.376179
1,1101,362,363.623355
1,1102,362,362.903781
1,1103,362,362.012860
1,1104,362,360.891821
1,1105,358,360.013627
1,1106,358,359.286157
1,1107,358,358.797068
1,1108,358,358.587873
1,1109,362,358.417025
1,1110,362,358.402099
1,1111,355,358.212694
1,1112,355,357.890988
1,1113,358,357.276162
1,1114,358,357.040280
1,1115,359,356.709678
1,1116,356,356.222722
1,1117,356,355.869199
1,1118,355,356.323871
1,1119,355,356.733167
1,1120,357,357.141129
1,1121,357,358.038314
1,1122,360,358.701483
1,1123,360,359.197668
1,1124,361,360.138964
1,1125,361,361.289489
1,1126,364,362.311977
1,1127,364,363.263168
1,1128,361,363.929135
1,1129,361,364.399167
1,1130,368,365.008862
1,1131,368,365.879227
1,1132,365,366.645511
1,1133,367,366.997035
1,1134,367,367.492387
1,1135,368,367.767483
1,1136,368,367.927203
1,1137,368,367.749492
1,1138,368,367.571947
1,1139,368,367.116708
1,1140,368,366.275262
1,1141,363,365.806663
1,1142,363,365.674030
1,1143,366,365.009195
1,1144,366,364.027486
1,1145,362,363.200333
1,1146,362,362.279693
1,1147,362,361.303781
1,1148,362,360.233716
1,1149,359,359.161053
1,1150,358,358.077761
1,1151,358,357.090655
1,1152,354,356.194270
1,1153,354,355.212827
1,1154,355,354.789772
1,1155,355,354.585041
1,1156,354,354.597301
1,1157,354,354.210828
1,1158,355,353.833317
1,1159,355,353.995636
1,1160,355,354.127070
1,1161,355,354.088189
1,1162,354,354.452007
1,1163,354,355.069199
1,1164,355,355.909145
1,1165,355,356.917408
1,1166,357,357.683358
1,1167,357,358.776045
1,1168,364,360.013393
1,1169,364,361.370148
1,1170,360,362.581476
1,1171,365,363.709945
1,1172,365,364.156955
1,1173,362,363.970182
1,1174,362,363.469865
1,1175,362,362.947193
1,1176,366,362.309545
1,1177,366,361.406197
1,1178,359,361.073830
1,1179,359,361.259803
1,1180,359,361.536398
1,1181,360,361.874363
1,1182,360,362.335299
1,1183,366,363.241113
1,1184,366,363.768582
1,1185,364,363.971614
1,1186,364,364.056039
1,1187,366,363.982409
1,1188,366,363.783308
1,1189,360,362.861336
1,1190,360,361.247709
1,1191,363,359.838647
1,1192,356,358.512544
1,1193,356,357.338464
1,1194,356,356.494053
1,1195,356,356.034016
1,1196,356,355.532267
1,1197,356,355.067066
1,1198,355,354.919574
1,1199,355,355.251241
1,1200,356,355.300317
1,1201,356,354.955656
1,1202,355,355.246710
1,1203,355,355.984708
1,1204,356,356.253840
1,1205,356,356.984808
1,1206,358,357.707813
1,1207,358,358.510012
1,1208,360,359.306147
1,1209,360,360.064468
1,1210,360,360.863568
1,1211,365,361.684258
1,1212,365,362.645877
1,1213,361,363.666633
1,1214,361,364.198234
1,1215,365,364.866433
1,1216,365,365.560853
1,1217,367,366.183741
1,1218,367,366.735566
1,1219,368,366.959654
1,1220,368,366.746893
1,1221,367,366.649009
1,1222,367,366.995669
1,1223,365,367.005564
1,1224,365,365.803332
1,1225,368,364.844944
1,1226,363,364.654906
1,1227,363,364.471664
1,1228,363,363.757921
1,1229,364,363.372780
1,1230,365,363.103048
1,1231,365,362.769415
1,1232,358,362.166717
1,1233,358,361.501782
1,1234,366,360.897951
1,1235,366,360.195102
1,1236,354,359.365517
1,1237,354,358.424788
1,1238,360,357.185840
1,1239,360,356.386507
1,1240,354,355.789305
1,1241,354,355.466733
1,1242,356,355.327270
1,1243,356,355.243412
1,1244,354,355.129469
1,1245,354,355.839514
1,1246,356,356.839614
